UNITID,INSTNM,IALIAS,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,UEIS,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,VETURL,ATHURL,DISAURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,INSTCAT,C00CARNEGIE,C21BASIC,CARNEGIEIC,CARNEGIESAEC,CARNEGIERSCH,CARNEGIESIZE,CARNEGIEALF,CARNEGIEAPM,CARNEGIEGPM,LANDGRNT,INSTSIZE,F1SYSTYP,F1SYSNAM,F1SYSCOD,CBSA,CBSATYPE,CSA,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE,DFRCGID,DFRCUSCG
454652,Paul Mitchell the School-Birmingham,Xcell Academy,1694 Montgomery Hwy Ste 124,Hoover,AL,35216,1,5,Gabe Wrenn,Operation & Financial Aid Leader,205824444218,202881924,DPQLZKXE74M3,04149200,1,https://paulmitchell.edu/birmingham,https://birmingham.paulmitchell.edu/programs/cosmetology,https://paulmitchell.edu/birmingham/financial-aid,https://paulmitchell.edu/birmingham/get-started,https://birmingham.paulmitchell.edu/programs/tuition-calculator,,https://paulmitchell.edu/birmingham/info/links/consumer-information,https://httpaul-mitchell-schools-website-lightsail.s3.amazonaws.com/uploads/sites/205/ADA-Policy_060622mn.pdf,9,3,3,2,1,2,0,2,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,13820,1,142,1073,Jefferson County,106,-86.808018,33.388978,29,2
454689,Taft University System,Taft Law School William Howard Taft University,"1325 S. Colorado Blvd. Building B, Suite 404",Denver,CO,80222,8,7,Melody Jolly,Chief Executive Officer,3038671155,953752635,EY94PJUMTGQ1,04100400,1,www.taftu.edu/,www.taftu.edu/,www.taftu.edu/,www.taftu.edu/,www.taftu.edu/,www.taftu.edu/,,www.taftu.edu/,3,1,3,9,1,1,11,1,2,2,2,2,11,1,A,-2,-2,-2,1,1,1,1,3,2,-2,17,25,-2,-2,2,6,6,2,2,1,1,The Taft University System Inc.,304580,19740,1,216,8031,Denver County,801,-104.941215,39.692532,102,2
454698,Mayfield College,,35-325 Date Palm Dr Ste 101,Cathedral City,CA,92234,6,8,Julie Ha,Director,7603285554,371520152,NNTRTB6J1AK6,04115600,1,www.mayfieldcollege.edu/,www.mayfieldcollege.edu/,www.mayfieldcollege.edu/,www.mayfieldcollege.edu/,mayfieldcollege.edu/NetPrice/index.html,mayfieldcollege.edu/consumerinformation/Catalog.pdf,mayfieldcollege.edu/consumerinformation/SRTK.pdf,mayfieldcollege.edu/consumerinformation/Catalog.pdf,9,3,3,1,1,2,0,2,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,40140,1,348,6065,Riverside County,625,-116.458827,33.790822,51,2
454722,Academy of Esthetics and Cosmetology,,1242 San Fernando Rd,San Fernando,CA,91340-3212,6,8,Luz Avina,School Administrator,8183615501,203169442,pkwyxakx7h98,04132400,1,www.aecosmetology.com/,www.aecosmetology.com/,www.aecosmetology.com/,www.aecosmetology.com/,www.aecosmetology.com/net-calculator,,,www.aecosmetology.com/,9,3,3,2,1,2,0,2,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,31080,1,348,6037,Los Angeles County,629,-118.444228,34.285043,47,2
454759,Borner's Barber College,,8913 S Western Ave,Los Angeles,CA,90047,6,8,Joseph Brumfield,New President,3238209600,270518603,G4YMS29N6V58,04137200,1,www.bornersbarbercollege.com/,bornersbarbercollege.com/admissions/,www.bornersbarbercollege.com/,bornersbarbercollege.com/steps-to-register/,bornersbarbercollege.com/net-price-calculator/,https://bornersbarbercollege.com/wp-content/uploads/2014/01/Catalog-2022.pdf,,https://bornersbarbercollege.com/wp-content/uploads/2014/01/Catalog-2022.pdf,9,3,3,2,1,2,0,2,2,-2,2,2,11,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,31080,1,348,6037,Los Angeles County,637,-118.309291,33.955880,42,2
454768,Paul Mitchell the School-Pasadena,,825 E Green Street,Pasadena,CA,91101,6,8,Alee Cao,CEO,6262842863,900174566,S3WUCMFTT7C8,04138700,1,paulmitchell.edu/pasadena,paulmitchell.edu/pasadena/request-enrollment-information,paulmitchell.edu/pasadena/financial-aid,paulmitchell.edu/pasadena/get-started,paulmitchell.edu/pasadena/tuition-calculator,paulmitchell.edu/pasadena/financial-aid/military-benefits,,https://paul-mitchell-schools-website-lightsail.s3.amazonaws.com/uploads/sites/158/Pasadena-ADA-Policy-101023sl.pdf,9,3,3,2,1,2,0,2,2,-2,2,2,12,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,Paul Mitchell Advanced Education,303610,31080,1,348,6037,Los Angeles County,628,-118.133403,34.144765,21,2
454777,San Francisco Institute of Esthetics & Cosmetology Inc,SFIEC,1067 Folsom St,San Francisco,CA,94103,6,8,Yuto Navarrete,Financial Services Director,4153551734,943410396,T2WNSBLLDW35,04141300,1,https://www.sfiec.edu/ and https://paulmitchell.edu/sanfrancisco,https://paulmitchell.edu/sanfrancisco/request-enrollment-information,https://paulmitchell.edu/sanfrancisco/financial-aid,https://paulmitchell.edu/sanfrancisco/get-started,https://paulmitchell.edu/sanfrancisco/tuition-calculator,https://paulmitchell.edu/sanfrancisco/financial-aid/military-benefits,,https://htpaul-mitchell-schools-website-lightsail.s3.amazonaws.com/uploads/sites/237/ADA-Policy_072122mn.pdf,9,3,3,2,1,2,0,2,2,-2,2,2,11,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,41860,1,488,6075,San Francisco County,611,-122.407083,37.777043,24,2
454786,Laurus College,,81 Higuera St Ste 110,San Luis Obispo,CA,93401,6,8,Jeff Redmond,President,8052671690,300353535,MYMMZJYB2EK5,04141400,1,www.lauruscollege.edu/,www.lauruscollege.edu/,www.lauruscollege.edu/,,lauruscollege.edu/about-us/student-consumer-information/,,,www.lauruscollege.edu/,3,1,3,5,1,2,30,1,2,2,2,2,13,1,A,-2,-2,-2,1,1,1,1,2,3,-2,14,13,4,-2,2,2,2,-2,2,2,1,Qe2 Systems Inc.,303840,42020,1,-2,6079,San Luis Obispo County,624,-120.669519,35.268200,190,2
454795,Healing Hands School of Holistic Health,,344 East Valley Parkway,Escondido,CA,92025,6,8,Paula Curtiss,Director,7607469364,330739138,VRYFMA93GZ95,04141700,1,https://hhs.edu/,https://hhs.edu/enroll/,https://hhs.edu/financial-aid/,,https://hhs.edu/gedt/,https://hhs.edu/veteran-financial-programs/,https://hhs.edu/wp-content/uploads/2024/07/The-Student-Right-to-Know-2024.pdf,https://hhs.edu/financial-aid/,9,3,3,2,1,2,0,2,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,41740,1,-2,6073,San Diego County,650,-117.078694,33.124571,52,2
454801,Career Development Institute Inc,,1830 S Robertson Blvd,Los Angeles,CA,90035,6,8,Janis K. Newton,President/Director,3105590225,954866971,JA2RHAEKAQ41,04144200,1,cdi.edu/,cdi.edu/,cdi.edu/financial-aid/,,cdi.edu/net-price-calculator/,cdi.edu/financial-aid/,,cdi.edu/,9,3,3,2,1,2,0,2,2,-2,2,2,11,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,31080,1,348,6037,Los Angeles County,637,-118.386067,34.045817,51,2
454810,Auguste Escoffier School of Culinary Arts-Boulder,AESCA - Boulder,"637 S Broadway, Ste H",Boulder,CO,80305,8,7,Kirk Bachmann,President / Provost,3034947988,272356045,G2P3JQ7B1X22,03776300,1,www.escoffier.edu/,www.escoffier.edu/admissions-aid/new-students/,www.escoffier.edu/admissions-aid/,www.escoffier.edu/admissions-aid/apply/,www.escoffier.edu/tuition/boulder/index.html,,,www.escoffier.edu/,6,2,3,3,1,2,40,1,2,-2,2,2,12,1,A,-2,-2,-2,1,1,1,1,2,4,-2,12,21,2,-2,3,1,3,-2,2,3,1,Triumph Higher Education Group,304690,14500,1,216,8013,Boulder County,802,-105.250075,39.983475,181,2
454829,Aspen University,,"4615 E. Elwood St., Suite 100",Phoenix,AZ,85040,4,6,"Cheri St. Arnauld, PhD",Chief Academic Officer,3033334224,800133504,J1WDM64VT7Q1,04080300,1,https://aspen.edu/,https://aspen.smartcatalogiq.com/academic-year-2024-2025/academic-catalog/academic-information-and-policies/admission-requirements/,https://aspen.edu/federal-financial-aid/,https://application.aspen.edu/,https://www.aspen.edu/net-price-calculator,aspen.edu/net-price-calculator/,,aspen.edu/accessibility-services/,3,1,3,9,1,1,12,1,2,2,2,2,11,1,A,-2,-2,-2,1,1,1,1,3,2,-2,26,28,5,-2,3,5,9,9,2,2,1,Aspen Group,300361,38060,1,429,4013,Maricopa County,403,-111.981317,33.412164,157,2
454838,Institute of Taoist Education and Acupuncture,ITEA,"317 W South Boulder Rd, Suite 5",Louisville,CO,80027,8,7,Brittany Sanelli,President,7208908922,841337452,W9CWPV4QMAK6,04121200,1,www.itea.edu/,www.itea.edu/admissions/,www.itea.edu/admissions/financial-aid/,www.itea.edu/apply/,www.itea.edu/admissions/financial-aid/,https://sway.office.com/bijP2g06lmE731fD?ref=Link,,www.itea.edu/,2,1,2,7,2,1,20,1,2,2,2,2,23,1,A,-2,-2,-2,1,1,1,1,1,1,-2,26,29,-2,-2,1,6,-2,10,2,1,2,-2,-2,14500,1,216,8013,Boulder County,802,-105.139431,39.987676,155,2
454856,Denver College of Nursing,,1401 19th St,Denver,CO,80202,8,7,Mikal Powers,College President,3032920015,470926261,EGFULQYPMWE7,04148300,1,www.denvercollegeofnursing.edu/,https://www.denvercollegeofnursing.edu/admissions.html,https://www.denvercollegeofnursing.edu/financing.html/financing.html,https://www.denvercollegeofnursing.edu/admissions/apply.html,https://www.denvercollegeofnursing.edu/content/dam/denver/compliance/netprice-calc/npcalc-denver_college_of_nursing.htm,https://www.denvercollegeofnursing.edu/financing.html,,https://www.denvercollegeofnursing.edu/content/dam/denver/compliance/Denver_CON_Catalog.pdf,3,1,3,7,1,1,20,1,2,2,2,2,11,1,A,-2,-2,-2,1,1,1,1,3,2,-2,26,28,-2,-2,2,3,9,9,2,1,1,Education Affiliates Inc.,301720,19740,1,216,8031,Denver County,801,-104.994725,39.753030,157,1
454865,Cambridge College of Healthcare & Technology,,"5150 Linton Blvd, Suite 340",Delray Beach,FL,33484,12,5,Alejandro Manrique,Corp FAD,5613814990,274217798,VUZWLT8JTHD5,04083400,1,www.cambridgehealth.edu/,www.cambridgehealth.edu/admissions/,www.cambridgehealth.edu/financial-aid/,applycambridge.com/apply/,www.cambridgehealth.edu/net-price-calculators/,www.cambridgehealth.edu/tuition-expenses/,,www.cambridgehealth.edu/tuition-expenses/,3,1,3,7,1,1,20,1,2,2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,3,-2,10,21,6,-2,2,1,3,-2,2,2,1,Institute of Allied Medical Professions,400010,33100,1,370,12099,Palm Beach County,1222,-80.123788,26.438379,156,2
454874,Cozmo Beauty School,,10347 Bonita Beach Rd SE Ste 103,Bonita Springs,FL,34135,12,5,Christopher Armstrong,Executive Director,2394951810,463179294,EDPLDL1M2EU3,04135000,1,www.cozmo.edu/,www.cozmo.edu/,www.cozmo.edu/,www.cozmo.edu/,www.cozmo.edu/financial-aid/,,www.cozmo.edu/,www.cozmo.edu/,9,3,3,2,1,2,0,2,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,15980,1,163,12071,Lee County,1219,-81.780300,26.330412,39,2
454917,Celebrity School of Beauty,,855 SW 79th Avenue,Miami,FL,33144,12,5,Gladys N. martinez,Chief Executive Director,3052677277,651004771,CNSGCYHNCYY5,04145900,1,www.celebrity.edu/,,,,celebrity.edu/NetPriceCalculator/npcalc.html,www.celebrity.edu/,www.celebrity.edu/,www.celebrity.edu/,9,3,3,2,1,2,0,2,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,33100,1,370,12086,Miami-Dade County,1227,-80.323333,25.761658,15,2
454926,Paul Mitchell the School-Atlanta,,887 West Marietta Street Suite A,Atlanta,GA,30318,13,5,Tiffany Ferrill,Director,404888007024,824859747,US12UHG5KZ76,04147000,1,paulmitchell.edu/atlanta,paulmitchell.edu/atlanta/request-enrollment-information,paulmitchell.edu/atlanta/financial-aid,paulmitchell.edu/atlanta/get-started,paulmitchell.edu/atlanta/tuition-calculator,paulmitchell.edu/atlanta/financial-aid/military-benefits,,https://htpaul-mitchell-schools-website-lightsail.s3.amazonaws.com/uploads/sites/137/ADA-Policy_083122mn.pdf,9,3,3,2,1,2,0,2,2,-2,2,2,11,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,Paul Mitchell Advanced Education,303610,12060,1,122,13121,Fulton County,1305,-84.414967,33.781326,16,1
454935,Evans Hairstyling College-Rexburg,,67 Winn Dr,Rexburg,ID,83440,16,7,Rick O. Evans,President,2083598141,261574055,SHWLCB7LBCV6,04134300,1,www.evanshairstylingcollege.com/,,,,www.evanshairstylingcollege.com/netpricecalculator/,,,www.evanshairstylingcollege.com/,6,2,3,4,1,2,0,2,2,-2,2,2,32,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,39940,2,292,16065,Madison County,1602,-111.812372,43.824716,38,2
454944,Paul Mitchell the School-Rexburg,,557 Mariah Ave,Rexburg,ID,83440,16,7,Ty Walker,School Director,2086560800,201113437,QUNDNNDHJGN6,04144500,1,paulmitchell.edu/rexburg,paulmitchell.edu/rexburg/financial-aid,paulmitchell.edu/rexburg/financial-aid,paulmitchell.edu/rexburg/financial-aid,paulmitchell.edu/rexburg/programs/cosmetology,,,httpaul-mitchell-schools-website-lightsail.s3.amazonaws.com/uploads/sites/179/Rexburg-Disablility-Verification-Form_111224mf.pdf,9,3,3,2,1,2,0,2,2,-2,2,2,32,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,Paul Mitchell Advanced Education,303610,39940,2,292,16065,Madison County,1602,-111.803591,43.814348,18,2
454953,University of Aesthetics & Cosmetology,,1357 N Milwaukee Ave,Chicago,IL,60622-2151,17,3,Robert F. Kelley,President,7736350141,364469908,QAC2ZWPJZB26,04136900,1,https://www.uac.edu/,https://www.uac.edu/,https://www.uac.edu/,https://www.uac.edu/,https://www.uac.edu/wp-content/uploads/2022/08/index.html,https://www.uac.edu/va-education-benefits/,,https://www.uac.edu/,9,3,3,2,1,2,0,2,2,-2,2,2,11,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,"Kelly Education, Inc.",302645,16980,1,176,17031,Cook County,1705,-87.671255,41.906602,44,2
454962,The University of Aesthetics & Cosmetology,,1037-1043 Curtiss St.,Downers Grove,IL,60515,17,3,Robert F. Kelley,CEO,7733518999,364469908,LYUKYJV7G2H6,04137000,1,https://www.uofac.edu/,https://www.uofac.edu/,https://www.uofac.edu/,https://www.uofac.edu/,https://uofac.edu/wp-content/uploads/2022/08/index.html,https://uofac.edu/va-education-benefits/,,https://www.uofac.edu/,9,3,3,2,1,2,0,2,2,-2,2,2,13,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,"Kelly Education, Inc.",302645,16980,1,176,17043,DuPage County,1706,-88.011242,41.793540,45,2
454971,Tricoci University of Beauty Culture-Chicago NW,CNW,5321 N Harlem Ave,Chicago,IL,60656,17,3,Larry Foster,Chief Operating Officer,6305283330,562384225,STATLZMJSVU4,04137500,1,www.tricociuniversity.edu/,www.tricociuniversity.edu/,www.tricociuniversity.edu/,www.tricociuniversity.edu/,www.tricociuniversity.edu/admissions-financial-aid/beauty-school-calculator/,,,www.tricociuniversity.edu/,9,3,3,2,1,2,0,2,2,-2,2,2,11,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,Tricoci University of Beauty Culture LLC,304670,16980,1,176,17031,Cook County,1705,-87.806767,41.977660,18,2
454980,Tricoci University of Beauty Culture-Glendale Heights,GLH,530 E North Ave,Glendale Heights,IL,60139,17,3,Larry Foster,Chief Operating Officer,6305283330,562384225,YG68BVC199K8,04147300,1,www.tricociuniversity.edu/,www.tricociuniversity.edu/,www.tricociuniversity.edu/,www.tricociuniversity.edu/,www.tricociuniversity.edu/admissions-financial-aid/beauty-school-calculator/,,,www.tricociuniversity.edu/,9,3,3,2,1,2,0,2,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,Tricoci University of Beauty Culture LLC,304670,16980,1,176,17043,DuPage County,1703,-88.065213,41.904670,26,2
454999,Tricoci University of Beauty Culture-Peoria,PEO,602 W Glen Ave,Peoria,IL,61614,17,3,Larry Foster,Chief Operating Officer,6305283330,562384225,YJ59DJN3MXP5,04147400,1,www.tricociuniversity.edu/,www.tricociuniversity.edu/,www.tricociuniversity.edu/,www.tricociuniversity.edu/,www.tricociuniversity.edu/admissions-financial-aid/beauty-school-calculator/,,,www.tricociuniversity.edu/,9,3,3,2,1,2,0,2,2,-2,2,2,12,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,Tricoci University of Beauty Culture LLC,304670,37900,1,427,17143,Peoria County,1717,-89.601356,40.746311,26,2
455008,Tricoci University of Beauty Culture-Rockford,RFD,5485 E State St,Rockford,IL,61108,17,3,Larry Foster,Chief Operating Officer,6305283330,562384225,HJHXHJGLQ3V9,04147500,1,www.tricociuniversity.edu/,www.tricociuniversity.edu/,www.tricociuniversity.edu/,www.tricociuniversity.edu/,www.tricociuniversity.edu/admissions-financial-aid/beauty-school-calculator/,,,www.tricociuniversity.edu/,9,3,3,2,1,2,0,2,2,-2,2,2,12,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,Tricoci University of Beauty Culture LLC,304670,40420,1,466,17201,Winnebago County,1717,-89.009435,42.263898,22,2
455026,Omega Studios' School of Applied Recording Arts & Sciences,,12712 Rock Creek Mill Rd #A14,Rockville,MD,20852,24,2,Edward Petersen,Campus Director,3012309100,521779117,QW98X8K36HT3,04141600,1,www.omegastudios.com/,www.omegastudios.com/admissions/,www.omegastudios.com/financial-aid/,,omegastudios.com/wp-content/uploads/2018/NetPrice/npcalc[1].htm,www.omegastudios.com/,,www.omegastudios.com/,9,3,3,2,1,2,0,2,2,-2,2,2,13,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,47900,1,548,24031,Montgomery County,2408,-77.113268,39.064270,209,2
455062,French Academy of Cosmetology,,111 W Exchange St Ste A,Spring Lake,MI,49456,26,3,Rene' French,Owner/Director,6168447070,200815388,HAENBVGJU5K5,04141100,1,https://www.frenchacademyofcosmetology.com/,https://www.frenchacademyofcosmetology.com/,https://www.frenchacademyofcosmetology.com/,https://www.frenchacademyofcosmetology.com/,https://www.frenchacademyofcosmetology.com/tuition-calculator,,,https://www.frenchacademyofcosmetology.com/,9,3,3,2,1,2,0,2,2,-2,2,2,22,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,24340,1,266,26139,Ottawa County,2603,-86.198004,43.075898,41,2
455071,Healing Arts Center,"Center for Healing Arts, LLC","10073 Manchester Road, Suite 100",St. Louis,MO,63122,29,4,Sabrina Tessereau,interim,3146478080,272677384,,04130600,1,https://www.thehealingartscenter.com/,https://www.thehealingartscenter.com/admissions,https://www.thehealingartscenter.com/financial-aid,www.thehealingartscenter.com/application-for-admission---massage-therapy-training-program.html,www.thehealingartscenter.com/net-price-calculator.html,,,www.thehealingartscenter.com/disability-services.html,9,3,3,1,1,2,0,2,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,41180,1,476,29189,St. Louis County,2902,-90.387718,38.603239,52,1
455080,Paul Mitchell the School-Springfield,,3017 S Kansas Expy,Springfield,MO,65807,29,4,Greg Kellogg,Owner/CEO,4178812110102,202499465,SQ6DM8D6V5E6,04145700,1,paulmitchell.edu/springfield,paulmitchell.edu/springfield/request-enrollment-information,paulmitchell.edu/springfield/financial-aid,paulmitchell.edu/springfield/get-started,paulmitchell.edu/springfield/tuition-calculator,paulmitchell.edu/springfield/financial-aid/military-benefits,paulmitchell.edu/springfield/consumer-information,https://paul-mitchell-schools-website-lightsail.s3.amazonaws.com/uploads/sites/162/ADA-Disablilty-Policy.pdf,9,3,3,2,1,2,0,2,2,-2,2,2,12,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,Paul Mitchell Advanced Education,303610,44180,1,-2,29077,Greene County,2907,-93.318150,37.159135,17,2
455099,Urshan Graduate School of Theology,,155 Urshan Way,Wentzville,MO,63385,29,4,Jennie Russell,Executive Vice President,3148388858,431897269,C3THTEHZ7YJ5,04146100,1,https://urshan.edu/ugst,https://urshan.edu/ugstadmissions,https://urshan.edu/ugstfinancialaid,https://urshan.edu/ugstapply,,https://urshan.edu/ugstmilitaryandveterans,,https://urshan.edu/ugstsuccesscenter,2,1,2,9,2,1,13,1,2,2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,1,-2,24,31,-2,-2,1,6,-2,12,2,1,2,-2,-2,41180,1,476,29183,St. Charles County,2903,-90.830252,38.808034,149,2
455105,Mississippi Institute of Aesthetics Nails & Cosmetology,Mississippi Institute,460-B Springridge Rd,Clinton,MS,39056,28,5,Karoline Finch,President,6019251344,205526137,K6SXXMAJBP16,04140200,1,msinstitute.com/,msinstitute.com/request-more-information/apply-for-admission/,msinstitute.com/beauty-school-financial-aid/,msinstitute.com/request-more-information/apply-for-admission/,msinstitute.com/beauty-school-financial-aid/beauty-college-net-price-calculator/,www.msinstitute.com/,,www.msinstitute.com/,9,3,3,2,1,2,0,2,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,"Mississippi Institute of Aesthetics, Nails, & Cosmetology Inc.",303260,27140,1,298,28049,Hinds County,2802,-90.327649,32.330039,36,2
455114,College of Western Idaho,CWI,5500 East Opportunity Drive,Nampa,ID,83687,16,7,Gordon Jones,President,2085623000,260684268,KMR8N3W9URH8,04211800,1,https://cwi.edu/,https://cwi.edu/apply-cwi,https://cwi.edu/cost-aid,https://apply.cwi.edu/,https://cwi.edu/cost-aid/net-price-calculator,https://cwi.edu/support-resources/veterans-military-family-services,,https://cwi.edu/support-resources/student-disability-services,4,2,1,3,1,2,40,1,2,-2,2,2,41,1,A,-2,-2,-2,1,1,1,1,1,4,-2,3,11,4,-2,4,1,2,-2,2,4,2,-2,-2,14260,1,147,16027,Canyon County,1601,-116.507314,43.614106,64,1
455141,Aveda Institute-Chapel Hill,,"201 S. Estes Drive, Space 200 B",Chapel Hill,NC,27514-7001,37,5,Patrick Thompson,President,9199604769,201230907,SXC2Z6M9EK13,04140700,1,https://avedafi.edu/chapel-hill/,https://avedafi.edu/chapel-hill/,,,https://static.avedafi.edu/net-price-calculator/AICH/npcalc.html,https://static.avedafi.edu/pdf/chapel-hill-course-catalog.pdf,,https://static.avedafi.edu/pdf/chapel-hill-course-catalog.pdf,9,3,3,2,1,2,0,2,2,-2,2,2,13,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,Aveda Institute,300400,20500,1,450,37135,Orange County,3704,-79.026769,35.927944,23,2
455178,Daoist Traditions College of Chinese Medical Arts,,382 Montford Ave,Asheville,NC,28801,37,5,"Mary Cissy Majebe, OMD",College President,8282253993,200504732,LB51ELLMDG13,04146400,1,daoisttraditions.edu/,www.daoisttraditions.edu/programs,www.daoisttraditions.edu/federal-financial-aid,www.daoisttraditions.edu/mahm-dual-application-form,www.daoisttraditions.edu/mahm-dahm-program-disclosures,,,www.daoisttraditions.edu/student-services,3,1,3,9,2,1,14,1,2,2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,1,-2,26,29,-2,-2,1,6,-2,10,2,1,2,-2,-2,11700,1,120,37021,Buncombe County,3711,-82.568537,35.606831,158,1
455187,Total Image Beauty Academy,,3900 Bergenline ave 2nd Floor,Union City,NJ,07087,34,2,Michael Hechme,School Director,2017662355,161713151,j52dftez3667,04131200,1,www.tiba.edu/,www.tiba.edu/,www.tiba.edu/,www.tiba.edu/,www.tiba.edu/net-price-calculator/,,,www.tiba.edu/,9,3,3,2,1,2,0,2,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,35620,1,408,34017,Hudson County,3408,-74.026091,40.775780,18,2
455196,Jersey College,,546 U.S. Highway 46,Teterboro,NJ,07608,34,2,Greg Karzhevsky,Chancellor,2014895836,270065816,FC5QDEGLKVN5,04134100,1,https://www.jerseycollege.edu/,https://www.jerseycollege.edu/admissions,https://www.jerseycollege.edu/financial-aid/,https://www.jerseycollege.edu/admissions,https://www.jerseycollege.edu/financial-aid/net-price-calculator,,,https://www.jerseycollege.edu/policies/,6,2,3,3,1,2,40,1,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,2,4,-2,10,28,6,-2,3,1,9,-2,2,2,1,SSS Education Inc.,304150,35620,1,408,34003,Bergen County,3409,-74.057936,40.862137,174,2
455202,American Institute of Medical Sciences & Education,AIMS Education,4500 New Brunswick Ave,Piscataway,NJ,08854,34,2,Swati Patel,President,9082220002,201077437,NMNGHLA8M6F8,04136400,1,www.aimseducation.edu/,www.aimseducation.edu/admissions,www.aimseducation.edu/financial-aid,,www.aimseducation.edu/net-price-calculator,,,www.aimseducation.edu/,6,2,3,4,1,2,40,1,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,2,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,35620,1,408,34023,Middlesex County,3406,-74.437251,40.561140,216,2
